,Fabrikalar,Mudur_Sayisi,Mudur_Maasi,Mudur_Puani,Calisan_Sayisi,Calisan_Maasi,Calisan_Puani,Satis_Pazarlama_Mudur_Sayisi,Satis_Pazarlama_Mudur_Puani,Satis_Pazarlama_Mudur_Maasi,Satis_Pazarlama_Calisan_Eleman_Sayisi,Satis_Pazarlama_Calisan_Eleman_Puani,Satis_Pazarlama_Calisan_Eleman_Maasi,Makine_Maaliyeti,Calisan_Mesai,Mola_Suresi,Makine_Sayisi,Makine_Haftalik_Bakim,Makine_Bakim_Ucreti,Veri_Analizi_Mudur_Sayisi,Veri_Analizi_Mudur_Puani,Veri_Analizi_Mudur_Maasi,Veri_Analizi_Calisan_Sayisi,Veri_Analizi_Calisan_Puani,Veri_Analizi_Calisan_Maasi,Depo_Sayisi,Isci_Memnuniyeti,Lojistik_Sayisi,Lojistik_Puani,Ortalama_Calisma_Suresi,Uretim_Hizi,Uretim_Miktari,Urun_Hata_Orani,Fabrika_Giderleri,Urun_Basi_Maliyet,Urun_Basi_Kar,Urun_Min_Satis_Fiyati,Urun_Max_Satis_Fiyati,Hammadde_Cesidi,Kaucuk_Alis_Fiyati,Kaucuk_Satis_Fiyati,Kaucuk_Kalitesi,Motorsiklet_Lastik_Performansi,Traktor_Lastik_Performansi,Bisiklet_Lastik_Performansi,SUV_Lastik_Performansi,Yazlik_Lastik_Performansi,Dort_Mevsim_Lastik_Performansi,Kislik_Lastik_Performansi,Lastik_Capi,Lastik_Agirligi,Lastik_Ebati,Kuru_Zemin_Fren,Islak_Zemin_Fren,Karli_Zemin_Fren,Konfor,Viraj_Donus_Puan,Yol_Temasi,Direksiyon_Hakimiyeti,Yakit_Tuketimi,Yuk_Endeksi,Off_Road_Uygunlugu,Sirt_Deseni,Gurultu,Asinma,Centik_Sayisi
832,Fabrika 833,10,8.846,5,7259,7133,10,15,6,11838,6414,5,6614,360201,16,47,5125,3,6302,9,10,19659,4575,10,9165,45,10,25,7,47,5,118922,1,711408,71,102,226,664,3,43617,41044,7,10,8,7,8,10,6,9,15,6,9,5,5,6,7,5,7,10,7,7,9,9,8,5,7
833,Fabrika 834,11,11.960,7,5732,4558,10,12,8,8316,5962,10,5935,294208,21,37,5299,2,7252,10,10,18366,6641,10,13895,58,8,30,6,37,6,171987,4,954939,40,61,237,654,2,44212,38396,7,7,5,8,8,8,9,9,20,6,10,9,9,5,10,5,8,6,7,8,10,6,10,10,5
834,Fabrika 835,8,10.179,7,5891,4587,8,9,7,8573,6588,8,6560,348381,17,45,6404,3,4793,7,10,19343,4960,10,8965,23,10,32,6,28,6,143412,2,584578,37,105,208,942,3,36391,41888,7,7,8,5,5,5,5,6,20,6,7,8,9,7,6,8,8,7,10,6,8,5,5,8,10
835,Fabrika 836,15,12.893,6,7448,4939,6,11,7,14714,7036,9,6494,453298,15,48,6082,3,7180,9,10,19510,5028,10,14454,28,5,41,9,40,5,493168,3,861043,61,64,209,679,1,43654,35198,6,8,8,7,6,7,8,6,19,6,9,7,6,7,8,10,10,10,6,5,5,5,6,5,8
836,Fabrika 837,8,12.264,10,7399,6611,9,12,6,8067,6614,8,4933,471831,8,33,4841,3,6179,8,10,17396,6518,10,10653,36,8,41,7,34,7,407181,4,606494,67,104,218,613,3,35015,41745,8,7,7,5,9,8,10,10,18,6,9,7,6,6,7,6,10,8,10,7,8,10,5,5,9
837,Fabrika 838,12,9.623,8,4663,5797,8,15,7,10139,5867,5,4999,210924,19,41,6153,3,4768,10,10,15059,5942,10,10451,60,9,41,6,30,8,312449,5,628285,59,77,231,603,2,35814,44457,7,6,9,8,7,10,10,5,16,6,5,10,9,10,10,8,9,5,5,7,10,6,6,10,6
838,Fabrika 839,15,11.301,7,5798,5752,6,10,7,12060,7174,6,7103,367777,7,40,7343,2,5851,7,10,17213,5045,10,13597,60,5,37,6,28,7,316701,2,526037,47,118,213,886,3,36981,43428,7,5,5,5,7,10,6,9,20,6,6,7,5,10,5,8,8,8,10,6,10,8,5,6,8
839,Fabrika 840,10,13.997,10,6958,5973,10,9,9,9444,7015,8,6141,155912,16,33,5165,2,6565,8,10,17768,6954,10,11285,52,7,38,8,29,7,302575,5,709973,21,110,226,906,2,42746,37967,5,6,6,8,5,6,9,9,16,6,8,5,5,9,5,10,10,7,8,7,7,8,7,7,10
840,Fabrika 841,8,8.051,10,5524,7465,6,11,5,11298,4897,9,7341,431089,16,40,6272,3,6729,6,10,19015,5421,10,8911,38,5,48,10,40,6,257903,2,746245,62,72,223,765,3,36490,37387,10,9,8,7,10,6,6,9,16,6,5,7,5,5,10,7,5,8,7,9,9,5,7,10,5
841,Fabrika 842,9,9.502,5,6683,5627,8,7,7,11398,6201,10,6103,444136,20,38,6360,2,5250,7,10,15654,4720,10,11178,30,10,38,7,42,5,176294,5,591180,65,95,221,752,3,38314,37790,9,5,7,10,5,9,9,6,20,6,8,6,5,9,5,7,6,6,6,5,7,9,8,5,6
842,Fabrika 843,10,10.813,7,5125,5786,9,7,10,13626,4837,9,7475,281003,22,25,7388,2,5291,6,10,15406,6798,10,14605,24,9,47,5,42,6,276645,2,673427,25,99,216,903,2,37967,42724,5,5,6,9,6,7,7,8,17,6,7,10,5,7,7,6,7,5,5,10,10,6,8,8,5
843,Fabrika 844,11,9.511,10,5996,5558,10,11,9,12905,4669,5,5603,412366,12,44,6580,2,6957,7,10,18861,6915,10,9515,51,10,27,9,39,7,233087,1,510124,27,72,214,573,2,39252,39675,7,10,7,6,9,8,10,9,12,6,6,6,8,9,6,9,8,8,9,6,9,8,10,9,7
844,Fabrika 845,10,7.506,7,5210,5301,10,15,9,14671,7484,7,5661,254709,9,49,6115,2,6453,5,10,15518,4944,10,13493,30,10,29,5,32,9,451696,2,857382,49,102,229,873,3,35690,36974,8,9,8,7,6,6,7,10,15,6,5,10,10,8,10,10,6,10,9,6,7,7,8,7,6
845,Fabrika 846,13,11.605,10,6438,5729,7,11,8,10877,6932,6,6687,418349,8,29,5888,3,6927,7,10,17059,7023,10,12213,56,6,30,6,40,6,352251,4,671863,63,84,202,702,1,42276,39905,8,8,7,6,10,9,10,10,19,6,5,5,7,6,10,7,8,10,10,5,9,9,5,8,7
846,Fabrika 847,13,9.834,6,7328,5658,5,8,10,10650,4725,10,6938,263246,18,45,6237,2,6255,6,10,17079,5651,10,7932,56,9,36,10,35,6,487720,5,968384,80,85,223,628,3,44919,41131,6,10,10,9,10,7,7,10,17,6,5,5,10,8,9,5,6,5,5,6,5,7,9,5,7
847,Fabrika 848,9,8.591,10,5561,5394,8,7,10,8862,6983,6,5227,381699,14,43,5757,2,4827,8,10,15468,5942,10,13795,54,10,37,8,45,6,341350,2,871502,70,115,233,753,1,38033,40378,10,8,7,5,5,9,8,9,13,6,6,9,5,9,7,5,10,5,8,10,5,6,7,7,10
848,Fabrika 849,11,14.659,10,6291,5073,6,15,5,11955,5700,9,7261,389906,9,32,6422,2,6074,7,10,17781,4619,10,14038,42,7,29,10,44,9,388098,2,879857,29,80,216,926,1,43195,39994,8,5,10,7,9,6,6,5,14,6,6,8,10,7,9,7,5,8,9,9,7,5,10,8,8
849,Fabrika 850,9,11.679,7,4995,4563,5,15,10,11068,4787,6,5087,331228,21,37,5889,2,5158,5,10,19002,4945,10,10238,47,6,25,7,27,9,217465,2,651092,51,81,229,727,1,40446,37437,6,5,10,5,7,6,6,9,12,6,6,9,6,8,8,5,8,10,7,5,10,9,10,5,10
850,Fabrika 851,9,13.971,6,5073,6065,9,11,5,8133,6865,10,6141,103730,14,40,5584,2,6564,10,10,17899,4562,10,8687,21,6,46,5,27,10,102378,5,668731,49,67,224,744,1,44336,41321,6,6,10,9,9,10,8,5,12,6,8,5,7,6,5,5,8,8,5,5,5,6,6,5,7
851,Fabrika 852,15,8.434,9,4535,6630,5,15,5,11357,7152,6,5274,436514,5,41,5822,3,7004,8,10,19653,7423,10,8366,22,10,29,10,50,6,260649,1,644325,65,66,227,767,2,38663,38442,7,10,7,6,10,10,6,8,13,6,10,9,8,5,9,6,6,9,8,9,10,5,6,10,6
852,Fabrika 853,14,11.787,7,6755,5276,5,7,5,11472,5325,6,5363,211486,7,46,6087,2,5348,5,10,19282,6742,10,13150,59,6,39,5,41,9,266808,1,830656,42,78,239,478,3,40080,43532,9,9,5,7,8,10,9,8,19,6,6,5,5,6,6,7,6,8,10,8,10,8,8,7,8
853,Fabrika 854,9,10.290,8,6385,5993,8,7,10,8798,7389,7,6025,302965,11,42,5839,2,6410,7,10,16999,6641,10,12431,24,6,27,5,35,6,496321,5,568796,80,92,206,934,2,42067,39606,5,9,6,9,8,9,10,9,15,6,9,6,10,9,7,10,10,6,10,7,9,5,9,6,5
854,Fabrika 855,7,13.248,5,5994,4630,7,13,7,8127,7220,8,5850,217502,16,30,6544,3,6828,6,10,16070,4695,10,11348,32,8,36,9,48,10,153791,1,953730,62,104,238,466,2,36589,40970,8,7,5,6,9,9,6,9,14,6,8,5,6,10,7,9,8,8,10,5,8,5,10,6,9
855,Fabrika 856,7,13.118,6,4527,6686,7,10,6,14988,5603,8,5638,321832,5,36,5552,2,6555,9,10,17818,4767,10,8870,41,9,39,7,40,5,191375,2,992733,61,71,222,501,2,43084,37615,10,5,5,6,9,9,5,6,19,6,8,8,10,9,7,6,8,10,8,5,6,7,7,10,5
856,Fabrika 857,10,9.649,10,5514,7459,7,8,10,14900,5911,9,4765,111480,9,35,5017,3,7394,5,10,17862,7078,10,13590,35,10,28,6,39,10,368444,3,951770,58,95,237,671,3,41493,37159,10,9,6,10,8,6,8,6,17,6,7,7,5,10,9,8,8,9,8,5,8,8,7,6,8
857,Fabrika 858,9,12.004,6,5215,5132,5,7,9,11486,6800,10,6919,370058,8,48,5184,2,4644,10,10,15913,4981,10,12403,59,8,40,10,45,7,413555,2,706454,74,62,202,777,2,41275,42347,10,6,7,6,10,8,8,7,14,6,6,9,9,8,7,8,7,6,7,10,5,10,7,8,10
858,Fabrika 859,13,9.611,5,5966,6210,10,12,9,7933,6707,8,6574,163653,17,30,7486,3,5432,6,10,19128,6152,10,8984,22,7,25,5,26,5,382292,2,531505,30,85,221,912,2,44579,36255,9,6,10,10,6,9,10,8,14,6,9,6,7,7,9,6,5,9,10,7,6,5,5,5,5
859,Fabrika 860,8,11.678,8,6524,7278,5,7,8,11532,5790,9,6966,153748,12,47,6481,3,5785,6,10,15715,5655,10,13671,44,7,41,7,50,7,390417,5,929228,71,116,225,875,1,36572,35864,7,9,10,7,5,8,9,7,14,6,5,9,6,5,6,6,6,5,8,5,9,7,8,5,10
860,Fabrika 861,12,7.794,7,6117,5218,5,7,7,9841,7327,6,5969,355104,18,43,5893,2,5538,5,10,16087,4604,10,11565,39,8,42,8,28,9,100736,4,667241,65,100,226,723,2,43292,40843,6,8,9,8,7,8,8,8,16,6,6,10,9,6,9,6,7,9,9,6,7,8,7,6,7
861,Fabrika 862,10,12.310,5,7214,6661,9,8,9,13593,7163,5,7197,179436,12,44,5309,3,6921,10,10,17021,5184,10,11520,24,6,32,5,49,9,322587,4,805209,53,95,204,705,3,37711,40247,10,7,8,6,8,6,5,10,18,6,8,5,10,6,6,6,7,10,10,6,10,5,9,5,8
862,Fabrika 863,9,11.954,6,5477,6417,6,12,9,12349,6379,9,5281,148525,13,33,5419,3,4617,10,10,16448,5533,10,14195,28,9,35,9,44,9,285077,3,951416,65,113,203,875,1,40320,41765,7,9,6,10,6,9,9,9,12,6,10,10,5,5,8,8,9,8,8,7,10,5,9,7,10
863,Fabrika 864,8,7.971,7,6891,5558,8,9,10,11644,5545,6,7363,239116,13,42,6427,3,4952,7,10,15628,6659,10,10642,35,5,32,9,43,8,150735,3,568955,59,90,210,911,3,36368,35439,5,10,6,8,9,7,9,10,14,6,9,5,6,7,6,6,6,8,9,6,5,10,10,6,10
864,Fabrika 865,15,14.109,5,5281,6081,6,13,10,14379,5040,5,5658,195644,6,35,5523,3,5050,7,10,16739,5763,10,12581,36,6,35,9,38,7,129753,2,556675,78,99,240,595,3,38277,36979,7,8,9,8,7,8,8,6,16,6,5,5,9,5,5,10,5,6,7,9,6,9,6,5,5
865,Fabrika 866,15,10.186,10,7480,5427,9,9,7,9620,5757,5,7306,161699,6,28,5037,3,4840,8,10,18297,7140,10,8821,37,5,26,9,40,10,438004,3,563897,80,98,224,938,3,44788,41848,7,7,10,9,9,7,8,9,20,6,8,5,6,6,7,5,10,7,8,7,8,8,10,7,6
866,Fabrika 867,15,12.594,7,4756,6860,5,10,6,12345,5344,10,6101,373325,10,26,7408,2,4630,6,10,19981,5436,10,11187,59,10,32,9,38,6,344921,1,547955,36,71,204,788,1,40808,40669,10,10,10,6,10,9,10,7,14,6,9,5,6,5,5,10,9,10,10,9,8,8,9,8,8
867,Fabrika 868,12,11.115,6,5431,6784,9,12,9,8045,7246,7,5068,425742,4,39,7093,3,5491,8,10,15282,4847,10,9727,52,7,29,6,25,8,364791,5,627830,30,96,213,744,1,43884,44046,8,8,10,10,5,9,6,7,13,6,8,10,6,5,8,9,5,7,5,7,7,6,8,7,9
868,Fabrika 869,11,9.798,6,5085,7044,8,8,5,11407,5518,7,5379,148589,10,25,5051,3,5686,10,10,17353,6699,10,13183,42,7,35,6,33,9,373181,1,609089,56,96,216,707,1,42464,38982,7,10,6,9,5,6,7,9,18,6,9,7,6,9,10,8,7,7,10,5,9,10,8,8,9
869,Fabrika 870,8,7.663,9,6575,5604,9,11,7,14300,5823,6,5926,112468,14,45,4757,3,6811,7,10,16637,6230,10,7750,41,8,42,8,28,8,210604,3,990600,34,64,216,877,1,37072,44861,7,8,6,6,8,8,5,5,15,6,8,6,5,7,9,5,5,6,8,8,10,7,10,10,5
870,Fabrika 871,8,12.248,9,5948,5273,6,7,10,12088,5045,9,6553,390416,4,28,5995,3,6989,10,10,18061,7139,10,10418,42,6,49,5,47,6,470863,3,727489,71,88,200,751,2,36319,43292,10,5,7,8,9,6,5,6,13,6,6,6,7,8,10,9,10,10,5,5,5,9,6,7,5
871,Fabrika 872,14,11.980,8,6436,7452,5,15,9,13614,4605,8,4706,244712,17,27,7026,2,6659,10,10,18697,6087,10,9528,39,10,27,9,29,8,412823,2,665392,62,69,212,466,1,38348,39395,6,10,6,7,7,7,10,5,13,6,9,6,10,5,5,9,7,10,7,5,8,6,7,8,6
872,Fabrika 873,10,10.742,5,6453,7368,6,12,10,13134,4780,10,6184,315074,15,49,5907,2,4855,6,10,15528,6739,10,11395,39,9,43,7,29,9,174840,5,892763,63,99,220,899,2,41467,40177,8,5,10,6,6,7,9,10,17,6,5,6,9,7,8,10,9,5,10,8,10,10,9,8,7
873,Fabrika 874,8,9.481,9,4792,7479,7,15,8,10976,4705,7,5693,252965,14,27,6568,3,5108,9,10,16996,6691,10,10847,40,5,48,8,28,5,444629,2,734454,24,87,229,935,2,35936,37258,10,5,7,8,9,10,6,6,13,6,5,5,10,9,7,10,9,10,6,7,8,6,9,9,7
874,Fabrika 875,10,10.477,8,5209,4782,10,8,9,12570,5879,7,5815,397034,18,42,5115,2,6927,8,10,17136,6194,10,9720,45,8,40,7,45,8,139163,3,734073,46,93,202,947,3,39890,40026,8,10,8,5,8,10,9,6,19,6,6,10,5,5,9,7,8,9,8,10,6,7,7,10,10
875,Fabrika 876,10,9.031,9,4817,7069,8,12,9,9573,7377,7,5764,193363,6,36,5518,2,6002,10,10,16471,6440,10,10627,20,5,39,9,50,7,261778,4,605687,52,114,200,622,2,40858,37491,8,7,10,9,8,10,10,10,14,6,7,9,9,9,5,10,5,8,9,8,9,5,9,10,10
876,Fabrika 877,15,14.538,9,6475,4988,7,15,6,12320,7191,10,5608,385835,4,42,5943,3,5328,8,10,17129,4559,10,8634,44,6,27,10,42,5,162522,3,845930,30,76,215,864,1,36136,40699,8,5,8,6,7,9,7,7,12,6,9,9,6,8,9,7,8,10,8,8,6,8,5,8,8
877,Fabrika 878,11,14.117,6,5565,6314,5,7,10,8090,6059,8,7388,339151,20,33,6923,3,6579,7,10,16995,6399,10,11655,52,5,35,6,26,10,418308,1,519658,80,117,210,481,2,41447,40889,5,5,7,8,5,5,10,8,19,6,8,6,7,7,6,8,5,7,5,5,5,9,8,8,5
878,Fabrika 879,8,14.970,9,6696,4595,10,12,10,8069,6331,9,6310,346283,7,30,4763,2,5992,7,10,18451,7461,10,11740,33,6,42,6,45,9,372254,5,735726,69,117,218,479,1,41674,43339,10,5,7,10,10,6,7,5,12,6,8,7,6,10,5,10,8,5,6,7,5,8,7,10,6
879,Fabrika 880,11,14.884,6,7232,5914,5,11,5,9496,5606,5,4580,193311,4,39,7439,3,6012,5,10,18618,6143,10,8763,48,7,35,8,35,7,132771,5,701137,70,104,233,524,1,38577,42421,7,5,8,5,8,9,7,7,18,6,9,5,8,8,9,8,10,6,6,6,10,6,6,8,10
880,Fabrika 881,13,8.029,7,6002,5652,9,14,5,9146,5272,6,6120,379998,9,37,4829,3,6099,6,10,19585,7094,10,11722,24,8,45,8,33,5,479749,4,662149,50,88,223,798,3,40344,43952,6,5,5,10,10,5,9,6,12,6,9,5,7,7,5,10,7,10,6,7,10,6,6,7,7
881,Fabrika 882,13,11.151,8,4828,6229,7,15,9,11737,6980,9,6061,129433,17,45,7352,2,5280,5,10,18516,5603,10,10208,51,9,46,8,37,9,378125,5,610635,36,64,214,776,1,43238,35641,10,10,5,5,9,5,6,10,12,6,7,10,7,8,7,7,7,6,8,10,10,10,8,9,9
882,Fabrika 883,7,10.062,10,4667,6381,8,8,5,7929,6651,9,5285,434643,9,30,4828,3,6038,9,10,17591,5252,10,8586,22,10,43,8,46,5,366517,3,800959,32,111,211,948,3,37765,41589,5,8,10,5,7,8,10,6,15,6,6,9,7,7,9,10,6,7,5,9,6,8,8,7,9
883,Fabrika 884,8,13.674,9,6796,5321,5,11,5,14188,5702,5,7307,351461,3,40,4501,2,5189,8,10,17017,6066,10,13012,55,6,41,6,43,8,451265,2,600884,69,68,226,849,2,40911,43605,8,7,9,9,6,7,5,5,14,6,9,7,8,6,5,10,6,5,8,5,7,5,9,9,9
884,Fabrika 885,8,13.528,7,5210,5602,10,14,8,12714,7194,8,6943,312393,11,27,5288,3,5494,10,10,16727,7243,10,11199,59,9,28,6,50,7,145728,5,793796,31,105,231,936,2,37423,42763,7,5,5,9,5,6,9,6,14,6,8,10,7,7,10,9,6,10,8,9,5,10,10,7,10
885,Fabrika 886,8,13.005,10,4612,6864,6,14,6,12210,5521,9,4890,270613,19,26,6526,3,6682,7,10,15822,6493,10,11872,34,7,49,8,29,8,311941,2,865344,38,69,217,902,1,37785,40452,5,6,6,10,8,8,7,9,13,6,5,9,10,8,5,10,5,5,6,10,10,6,6,7,5
886,Fabrika 887,14,14.877,8,7440,6236,7,7,7,12042,4872,10,6491,271674,5,47,5418,2,6667,6,10,15074,7420,10,11937,45,8,30,10,34,8,426463,4,649607,38,60,206,858,1,36732,43454,9,5,10,7,8,7,10,9,20,6,6,8,10,5,10,6,10,6,5,10,7,9,10,5,10
887,Fabrika 888,15,12.613,10,5794,7171,9,11,9,14459,6332,6,7173,213578,15,34,4903,3,5504,6,10,19854,7181,10,12386,54,5,47,10,48,9,356922,2,720592,57,115,235,622,2,38807,39788,6,9,7,7,7,7,10,10,17,6,6,7,5,5,5,5,8,6,7,8,8,10,6,7,5
888,Fabrika 889,7,13.848,6,5944,6369,5,12,8,10021,5280,5,4793,440957,17,36,5338,3,6006,9,10,18007,6410,10,10101,48,6,35,7,48,7,426062,5,819337,52,74,220,918,1,43691,44763,9,10,7,8,10,9,9,6,12,6,7,8,5,10,5,5,7,6,10,9,6,8,8,10,8
889,Fabrika 890,8,7.831,9,5084,7291,6,14,9,14828,5429,6,4587,226988,17,36,4602,2,6167,8,10,17152,6771,10,8643,48,9,27,9,49,9,371601,3,965862,40,80,222,665,3,44295,42181,9,9,6,9,7,9,9,6,14,6,10,8,5,6,7,10,9,5,7,10,9,5,5,5,10
890,Fabrika 891,9,11.164,8,4672,5440,8,8,10,8935,6358,9,6532,474161,18,33,5916,3,4821,7,10,16079,6485,10,10942,40,9,29,10,38,6,493768,4,952883,26,82,206,730,3,43133,35282,8,7,10,5,7,7,5,9,17,6,7,7,5,8,6,10,8,10,7,8,5,9,7,8,8
891,Fabrika 892,12,9.410,9,6369,6425,8,9,9,11955,4802,5,5949,491112,12,40,5839,3,5764,8,10,15910,6391,10,13907,29,7,33,7,34,9,255851,1,521019,78,88,207,546,2,40886,42916,6,5,8,8,7,6,10,5,17,6,5,7,6,8,5,8,8,9,8,6,6,8,7,8,7
892,Fabrika 893,11,11.084,8,6760,5831,5,9,5,13210,4964,8,6547,460894,11,26,7201,2,4522,8,10,17258,7496,10,8146,60,6,31,8,42,8,438044,1,629909,45,112,237,712,1,44302,40390,6,10,7,6,8,10,7,7,12,6,7,8,9,10,7,6,6,6,5,6,8,5,10,9,10
893,Fabrika 894,10,10.702,6,6082,6387,10,13,9,12523,6149,9,5603,106047,10,34,7345,2,6237,5,10,16557,6562,10,10818,60,8,39,8,39,5,445651,3,578489,22,89,235,721,1,40128,37034,6,6,7,6,8,5,7,5,19,6,5,7,9,10,10,10,9,8,10,6,5,9,10,10,8
894,Fabrika 895,14,10.367,9,5396,4706,10,8,8,11240,6642,6,5409,482561,9,37,5467,3,5985,6,10,17932,6013,10,11198,34,9,37,9,40,5,390160,1,972301,36,90,224,485,3,43798,43103,8,6,10,7,7,8,7,5,13,6,6,6,10,5,7,9,7,10,9,5,6,7,10,10,7
895,Fabrika 896,15,14.107,10,6686,5374,5,7,8,14815,6468,10,7263,433841,19,37,6603,2,6691,9,10,19159,7278,10,13459,43,6,38,8,50,10,336860,5,868768,79,83,229,545,3,44998,38315,5,5,6,9,8,7,8,9,18,6,10,9,10,5,10,5,10,10,5,9,9,5,9,6,8
896,Fabrika 897,12,12.080,6,5566,6065,6,13,9,7581,6709,10,6133,306429,18,48,6917,2,7454,9,10,15781,4706,10,13713,49,10,33,7,37,9,265429,1,956674,23,90,228,928,1,36510,39517,10,6,5,8,9,9,5,8,20,6,10,10,6,10,6,6,9,8,5,10,6,5,10,9,10
897,Fabrika 898,12,14.103,6,7464,6810,6,11,7,13846,7429,7,4929,228257,11,38,7384,2,4881,7,10,19390,7174,10,8073,23,7,49,5,30,5,408627,1,805312,46,87,207,574,3,39332,41207,5,6,7,7,7,5,7,8,20,6,9,7,5,7,6,9,8,8,6,6,9,9,9,7,9
898,Fabrika 899,11,14.535,6,6152,4525,9,15,9,8680,5950,6,6235,186766,3,48,6566,2,5697,6,10,18874,6066,10,14684,22,6,36,5,41,9,123026,5,608146,36,86,240,903,1,35585,37429,8,8,7,5,7,6,7,10,13,6,8,7,6,10,6,7,8,8,8,5,8,5,9,9,7
899,Fabrika 900,9,8.989,7,5050,7211,6,14,8,11009,6778,9,6925,310351,7,48,6367,2,6937,10,10,18993,5834,10,12193,45,10,45,10,46,9,119281,5,614568,47,88,210,564,3,36708,36669,7,5,7,6,8,7,8,10,13,6,10,7,9,8,9,6,7,6,10,10,6,6,6,8,5
900,Fabrika 901,10,8.078,5,5087,5180,6,7,5,8357,6597,5,7123,203052,20,36,5265,2,7207,7,10,19854,4787,10,14546,31,7,33,7,49,9,167386,1,552495,50,108,211,828,2,37481,36246,5,5,6,8,6,5,7,10,16,6,9,6,10,9,8,10,9,10,7,7,8,9,8,6,6
901,Fabrika 902,11,10.150,7,7416,4645,6,7,7,13760,7471,6,4751,422564,19,35,6126,2,6744,5,10,16314,7169,10,12172,28,8,39,5,31,5,250359,4,546745,36,68,223,602,2,37892,43417,9,7,9,8,7,8,5,8,18,6,7,10,9,6,10,10,8,5,10,5,7,10,8,6,9
902,Fabrika 903,11,12.097,7,6228,5703,6,15,8,11015,6481,8,6284,365250,11,41,6133,2,6993,7,10,15016,5108,10,9737,21,7,33,7,45,10,102648,4,987218,44,87,218,482,2,35692,36071,5,7,10,6,9,10,8,6,20,6,10,9,10,10,5,5,6,6,7,9,9,10,7,10,6
903,Fabrika 904,11,13.300,8,6164,6778,7,11,7,13482,4792,9,6801,195239,14,47,6195,2,7077,6,10,15796,5579,10,14151,27,9,43,6,34,8,489880,3,981741,21,110,218,582,2,37858,38085,5,6,7,6,8,8,9,5,20,6,10,5,7,10,7,7,10,6,6,8,10,6,9,8,9
904,Fabrika 905,9,8.303,10,7193,5167,8,8,10,9644,5111,7,4559,279182,11,40,4553,3,6554,7,10,15701,4929,10,10011,51,5,27,7,25,7,119576,5,925693,50,100,219,831,1,43803,39466,6,9,5,10,7,10,6,10,18,6,5,9,10,6,8,9,6,5,7,5,8,5,8,7,6
905,Fabrika 906,15,9.939,6,6187,5857,7,8,7,10834,6659,7,6794,443346,5,42,5466,2,6544,7,10,19150,7054,10,9709,57,10,31,5,33,6,426025,5,794089,73,78,231,569,1,38665,39951,10,7,7,9,10,10,7,7,19,6,8,7,5,5,5,5,10,8,9,9,7,6,6,6,10
906,Fabrika 907,12,13.844,7,5937,6113,5,13,6,14165,7284,10,4740,164997,9,28,5246,3,5774,9,10,18769,5509,10,9745,39,8,42,7,25,8,232369,5,511785,30,104,217,675,1,43153,44348,10,10,9,6,7,8,6,6,14,6,10,8,10,10,6,8,10,7,9,8,6,9,6,8,5
907,Fabrika 908,13,7.867,5,5834,6899,9,10,7,10132,5715,8,4554,295212,5,47,5338,3,4672,8,10,15178,5868,10,12559,40,8,49,5,47,9,441774,4,862640,80,78,201,857,2,39455,39905,8,9,8,6,10,8,9,10,16,6,6,5,7,10,9,7,5,5,10,8,7,8,8,8,10
908,Fabrika 909,11,12.724,8,5016,6253,7,10,5,13580,5422,9,5592,215459,4,49,6588,2,4753,5,10,18058,5891,10,7534,47,6,30,10,36,10,228025,5,731064,41,72,204,859,3,38104,36855,10,6,9,9,5,6,5,8,15,6,10,6,9,10,5,9,5,9,5,7,10,6,9,10,6
909,Fabrika 910,8,9.781,5,6987,7216,10,11,8,14138,5704,6,5320,146911,20,26,4732,2,4860,5,10,16066,7177,10,13205,60,7,40,7,47,7,342587,3,687754,20,89,211,750,2,37473,40744,8,10,6,9,8,5,5,7,14,6,6,9,6,6,6,8,6,8,7,9,7,7,5,9,10
910,Fabrika 911,9,14.502,5,5274,6637,5,14,7,10664,6768,6,5060,327453,15,31,7159,2,6367,8,10,18047,5348,10,13943,44,10,42,8,44,7,218475,2,726681,53,90,201,814,1,35880,42596,10,8,9,8,9,9,6,6,14,6,7,9,10,5,7,9,10,7,9,8,7,6,6,6,6
911,Fabrika 912,13,11.280,9,6005,7479,8,8,10,12876,4962,6,5135,233180,17,50,7322,3,7309,5,10,15470,5342,10,14789,59,6,43,9,38,10,169603,4,562474,36,112,231,535,1,40536,43121,8,7,5,7,10,7,7,8,15,6,10,9,9,5,8,8,6,6,5,5,5,6,6,5,5
912,Fabrika 913,8,12.556,6,7012,4500,8,14,6,9399,4760,6,6548,253983,15,43,4605,3,4577,10,10,16513,6194,10,14672,46,9,35,6,47,7,285980,5,561232,46,77,205,596,2,40263,35849,10,10,10,6,8,8,8,5,19,6,8,10,10,7,7,9,8,9,10,6,7,8,10,6,10
913,Fabrika 914,15,10.830,10,5933,6190,6,12,5,14025,7092,7,4897,428650,4,47,4680,3,6016,8,10,16334,5899,10,8484,55,9,28,6,35,6,339167,5,568554,67,98,214,767,2,37391,36610,8,6,9,7,7,10,5,8,15,6,5,5,5,10,6,8,5,9,9,10,7,5,9,10,8
914,Fabrika 915,11,9.684,5,6543,6060,6,13,9,7619,6010,5,6193,327900,6,41,6659,2,6607,10,10,15684,7236,10,7722,37,5,49,6,33,5,233776,3,501257,41,114,209,934,2,40822,35193,8,5,10,8,7,7,6,8,16,6,8,6,6,9,7,7,6,9,9,10,8,6,9,8,5
